FL_DATE,DEP_DELAY,ARR_DELAY,AIR_TIME,DISTANCE,DEP_TIME,ARR_TIME
2006-01-01,5,19,350,2475,9.083333,12.483334
2006-01-02,167,216,343,2475,11.783334,15.766666
2006-01-03,-7,-2,344,2475,8.883333,12.133333
2006-01-04,-5,-13,331,2475,8.916667,11.95
2006-01-05,-3,-17,321,2475,8.95,11.883333
2006-01-06,-4,-32,320,2475,8.933333,11.633333
2006-01-08,-3,-2,346,2475,8.95,12.133333
2006-01-09,3,0,334,2475,9.05,12.166667
2006-01-10,-7,-21,334,2475,8.883333,11.816667
2006-01-11,8,-10,321,2475,9.133333,12
2006-01-12,-5,-27,321,2475,8.916667,11.716666
2006-01-13,-7,-6,327,2475,8.883333,12.066667
2006-01-15,47,73,333,2475,9.783334,13.383333
2006-01-16,-4,-14,329,2475,8.933333,11.933333
2006-01-17,-4,-11,337,2475,8.933333,11.983334
2006-01-18,-1,4,342,2475,8.983334,12.233334
2006-01-19,-2,2,343,2475,8.966666,12.2
2006-01-20,-3,-8,343,2475,8.95,12.033334
2006-01-22,-8,-9,342,2475,8.866667,12.016666
2006-01-23,-4,-1,338,2475,8.933333,12.15
2006-01-24,-4,-13,329,2475,8.933333,11.95
2006-01-25,-1,-15,328,2475,8.983334,11.916667
2006-01-26,-9,-27,322,2475,8.85,11.716666
2006-01-27,30,16,322,2475,9.5,12.433333
2006-01-29,14,-15,317,2475,9.233334,11.916667
2006-01-30,-7,-11,330,2475,8.883333,11.983334
2006-01-31,-4,-8,344,2475,8.933333,12.033334
2006-01-01,3,3,281,2475,9.55,17.8
2006-01-02,19,59,280,2475,9.816667,18.733334
2006-01-03,0,1,269,2475,9.5,17.766666
2006-01-04,9,-14,272,2475,9.65,17.516666
2006-01-05,4,35,295,2475,9.566667,18.333334
2006-01-06,20,5,283,2475,9.833333,17.833334
2006-01-07,-1,-20,275,2475,9.483334,17.416666
2006-01-08,1,-21,274,2475,9.516666,17.4
2006-01-09,143,127,276,2475,11.883333,19.866667
2006-01-10,-7,-21,278,2475,9.383333,17.4
2006-01-11,2,23,303,2475,9.533334,18.133333
2006-01-12,-5,-3,292,2475,9.416667,17.7
2006-01-13,39,57,298,2475,10.15,18.7
2006-01-14,2,-11,283,2475,9.533334,17.566668
2006-01-15,-2,-24,270,2475,9.466666,17.35
2006-01-16,3,-27,262,2475,9.55,17.3
2006-01-17,-2,-17,280,2475,9.466666,17.466667
2006-01-18,69,44,270,2475,10.65,18.483334
2006-01-19,36,30,274,2475,10.1,18.25
2006-01-20,11,-32,255,2475,9.683333,17.216667
2006-01-21,2,-20,264,2475,9.533334,17.416666
2006-01-22,-2,-18,276,2475,9.466666,17.45
2006-01-23,-3,-17,279,2475,9.45,17.466667
2006-01-24,-3,0,292,2475,9.45,17.75
2006-01-25,-5,-13,282,2475,9.416667,17.533333
2006-01-26,-6,-6,292,2475,9.4,17.65
2006-01-27,2,-11,279,2475,9.533334,17.566668
2006-01-28,-1,-17,282,2475,9.483334,17.466667
2006-01-29,52,58,292,2475,10.366667,18.716667
2006-01-30,-5,13,306,2475,9.416667,17.966667
2006-01-31,-3,-10,283,2475,9.45,17.583334
2006-01-01,-1,19,348,2475,11.983334,15.366667
2006-01-02,2,26,348,2475,12.033334,15.483334
2006-01-03,-6,16,343,2475,11.9,15.316667
2006-01-04,-3,-11,329,2475,11.95,14.866667
2006-01-05,-3,-23,319,2475,11.95,14.666667
2006-01-06,-5,-1,315,2475,11.916667,15.033334
2006-01-07,-8,-4,333,2475,11.866667,14.983334
2006-01-08,-2,0,341,2475,11.966666,15.05
2006-01-09,-2,-8,328,2475,11.966666,14.916667
2006-01-10,-5,-16,327,2475,11.916667,14.783334
2006-01-11,-6,-14,324,2475,11.9,14.816667
2006-01-12,-2,-9,319,2475,11.966666,14.9
2006-01-13,2,-17,317,2475,12.033334,14.766666
2006-01-14,-6,-17,332,2475,11.9,14.766666
2006-01-15,57,101,330,2475,12.95,16.733334
2006-01-16,2,2,335,2475,12.033334,15.083333
2006-01-17,-5,-11,332,2475,11.916667,14.866667
2006-01-18,-1,-2,338,2475,11.983334,15.016666
2006-01-19,-2,-3,349,2475,11.966666,15
2006-01-20,-7,4,352,2475,11.883333,15.116667
2006-01-21,-2,11,344,2475,11.966666,15.233334
2006-01-22,-6,23,341,2475,11.9,15.433333
2006-01-23,-7,-7,337,2475,11.883333,14.933333
2006-01-24,-1,0,333,2475,11.983334,15.05
2006-01-25,-3,-11,327,2475,11.95,14.866667
2006-01-26,-6,-21,331,2475,11.9,14.7
2006-01-27,-6,-9,330,2475,11.9,14.9
2006-01-28,-9,-4,338,2475,11.85,14.983334
2006-01-29,-3,-11,329,2475,11.95,14.866667
2006-01-30,-5,-15,331,2475,11.916667,14.8
2006-01-31,-11,-5,333,2475,11.816667,14.966666
2006-01-01,0,-16,279,2475,12.5,20.55
2006-01-02,56,42,270,2475,13.433333,21.516666
2006-01-03,26,33,284,2475,12.933333,21.366667
2006-01-04,-4,-11,281,2475,12.433333,20.633333
2006-01-05,0,7,292,2475,12.5,20.933332
2006-01-06,-1,-6,288,2475,12.483334,20.716667
2006-01-07,-3,-33,269,2475,12.45,20.266666
2006-01-08,-2,-28,268,2475,12.466666,20.35
2006-01-09,-1,-8,279,2475,12.483334,20.683332
2006-01-10,-4,9,283,2475,12.433333,20.966667
2006-01-11,1,24,301,2475,12.516666,21.216667
2006-01-12,-1,-6,286,2475,12.483334,20.716667
2006-01-13,30,70,318,2475,13,21.983334
2006-01-14,2,5,288,2475,12.533334,20.9
2006-01-15,105,83,267,2475,14.25,22.2
2006-01-16,-4,-29,271,2475,12.433333,20.333334
2006-01-17,0,-10,281,2475,12.5,20.65
2006-01-18,0,-17,272,2475,12.5,20.533333
2006-01-19,-3,-9,271,2475,12.45,20.666666
2006-01-20,8,-15,271,2475,12.633333,20.566668
2006-01-21,-1,-18,270,2475,12.483334,20.516666
2006-01-22,-5,-30,270,2475,12.416667,20.316668
2006-01-23,-3,-19,272,2475,12.45,20.5
2006-01-24,-1,-20,274,2475,12.483334,20.483334
2006-01-25,-1,-7,288,2475,12.483334,20.7
2006-01-26,35,23,284,2475,13.083333,21.2
2006-01-27,0,-13,284,2475,12.5,20.6
2006-01-28,-2,-22,274,2475,12.466666,20.45
2006-01-29,-4,10,294,2475,12.433333,20.983334
2006-01-30,-9,-5,285,2475,12.35,20.733334
2006-01-31,0,-11,290,2475,12.5,20.633333
2006-01-01,-4,26,516,3784,10.016666,15.116667
2006-01-02,1,25,505,3784,10.1,15.1
2006-01-03,-2,13,503,3784,10.05,14.9
2006-01-04,0,21,510,3784,10.083333,15.033334
2006-01-05,-3,4,498,3784,10.033334,14.75
2006-01-06,0,-10,473,3784,10.083333,14.516666
2006-01-07,-2,-13,482,3784,10.05,14.466666
2006-01-08,-2,-27,466,3784,10.05,14.233334
2006-01-09,0,-25,452,3784,10.083333,14.266666
2006-01-10,-3,-27,457,3784,10.033334,14.233334
2006-01-11,-7,-42,462,3784,9.966666,13.983334
2006-01-12,-7,-24,477,3784,9.966666,14.283334
2006-01-13,-2,-27,469,3784,10.05,14.233334
2006-01-14,-9,4,501,3784,9.933333,14.75
2006-01-15,-2,-7,489,3784,10.05,14.566667
2006-01-16,-6,2,496,3784,9.983334,14.716666
2006-01-17,-4,-8,491,3784,10.016666,14.55
2006-01-18,-1,-9,492,3784,10.066667,14.533334
2006-01-19,-2,8,507,3784,10.05,14.816667
2006-01-20,-5,-13,491,3784,10,14.466666
2006-01-21,-3,-10,489,3784,10.033334,14.516666
2006-01-22,-4,36,501,3784,10.016666,15.283334
2006-01-23,-4,-14,482,3784,10.016666,14.45
2006-01-24,1,7,492,3784,10.1,14.8
2006-01-25,-2,-10,485,3784,10.05,14.516666
2006-01-26,-6,-7,485,3784,9.983334,14.566667
2006-01-27,0,-17,472,3784,10.083333,14.4
2006-01-28,12,-24,455,3784,10.283334,14.283334
2006-01-29,-2,-31,465,3784,10.05,14.166667
2006-01-30,1,-23,469,3784,10.1,14.3
2006-01-31,6,-33,452,3784,10.183333,14.133333
2006-01-01,36,8,380,3711,18.516666,5.0666666
2006-01-02,3,-15,387,3711,17.966667,4.6833334
2006-01-03,16,-8,382,3711,18.183332,4.8
2006-01-04,-4,-11,399,3711,17.85,4.75
2006-01-05,5,3,403,3711,18,4.983333
2006-01-06,-10,-17,401,3711,17.75,4.65
2006-01-07,-4,-2,401,3711,17.85,4.9
2006-01-08,-1,-8,403,3711,17.9,4.8
2006-01-09,0,21,427,3711,17.916666,5.2833333
2006-01-10,2,20,420,3711,17.95,5.266667
2006-01-11,-9,-5,410,3711,17.766666,4.85
2006-01-12,-8,-5,411,3711,17.783333,4.85
2006-01-13,67,63,405,3711,19.033333,5.983333
2006-01-14,-4,-8,403,3711,17.85,4.8
2006-01-15,0,8,409,3711,17.916666,5.0666666
2006-01-16,-4,-8,405,3711,17.85,4.8
2006-01-17,-3,-23,388,3711,17.866667,4.55
2006-01-18,-6,-7,406,3711,17.816668,4.8166666
2006-01-19,-7,-18,396,3711,17.8,4.633333
2006-01-20,1,1,406,3711,17.933332,4.95
2006-01-21,-3,0,411,3711,17.866667,4.9333334
2006-01-22,7,3,397,3711,18.033333,4.983333
2006-01-23,4,-7,396,3711,17.983334,4.8166666
2006-01-24,3,-6,397,3711,17.966667,4.8333335
2006-01-25,-6,0,410,3711,17.816668,4.9333334
2006-01-26,-8,-3,408,3711,17.783333,4.883333
2006-01-27,-6,15,422,3711,17.816668,5.1833334
2006-01-28,-3,27,438,3711,17.866667,5.383333
2006-01-29,-2,7,416,3711,17.883333,5.05
2006-01-30,-6,8,424,3711,17.816668,5.0666666
2006-01-31,-4,8,421,3711,17.85,5.0666666
2006-01-01,-4,24,504,3711,11.85,16.75
2006-01-02,1,12,490,3711,11.933333,16.55
2006-01-03,-2,16,493,3711,11.883333,16.616667
2006-01-04,-2,-2,475,3711,11.883333,16.316668
2006-01-05,1,24,494,3711,11.933333,16.75
2006-01-06,-2,-23,463,3711,11.883333,15.966666
2006-01-07,0,-4,474,3711,11.916667,16.283333
2006-01-08,0,-14,471,3711,11.916667,16.116667
2006-01-09,1,-27,448,3711,11.933333,15.9
2006-01-10,-1,-34,447,3711,11.9,15.783334
2006-01-11,29,12,458,3711,12.4,16.55
2006-01-12,-2,-12,478,3711,11.883333,16.15
2006-01-13,0,-29,456,3711,11.916667,15.866667
2006-01-14,0,-2,479,3711,11.916667,16.316668
2006-01-15,-2,0,481,3711,11.883333,16.35
2006-01-16,-4,17,494,3711,11.85,16.633333
2006-01-17,-4,-3,487,3711,11.85,16.3
2006-01-18,-4,8,482,3711,11.85,16.483334
2006-01-19,-6,20,498,3711,11.816667,16.683332
2006-01-20,-4,14,497,3711,11.85,16.583334
2006-01-21,121,110,473,3711,13.933333,18.183332
2006-01-22,10,6,478,3711,12.083333,16.45
2006-01-23,-2,18,504,3711,11.883333,16.65
2006-01-24,-1,24,495,3711,11.9,16.75
2006-01-25,-5,12,486,3711,11.833333,16.55
2006-01-26,-6,-12,473,3711,11.816667,16.15
2006-01-27,-4,1,469,3711,11.85,16.366667
2006-01-28,2,-30,448,3711,11.95,15.85
2006-01-29,-2,-27,456,3711,11.883333,15.9
2006-01-30,-1,-30,450,3711,11.9,15.85
2006-01-31,28,-12,447,3711,12.383333,16.15
2006-01-01,36,26,393,3784,18.6,5.7
2006-01-02,14,-8,390,3784,18.233334,5.133333
2006-01-03,0,-19,391,3784,18,4.95
2006-01-04,-4,-12,409,3784,17.933332,5.0666666
2006-01-05,-2,-12,408,3784,17.966667,5.0666666
2006-01-06,12,14,417,3784,18.2,5.5
2006-01-07,-5,-5,416,3784,17.916666,5.1833334
2006-01-08,-6,-4,419,3784,17.9,5.2
2006-01-09,-3,24,445,3784,17.95,5.6666665
2006-01-10,-7,3,429,3784,17.883333,5.3166666
2006-01-11,-2,0,418,3784,17.966667,5.266667
2006-01-12,-6,-4,421,3784,17.9,5.2
2006-01-13,-1,2,411,3784,17.983334,5.3
2006-01-14,-6,-10,410,3784,17.9,5.1
2006-01-15,-7,5,425,3784,17.883333,5.35
2006-01-16,-4,-8,412,3784,17.933332,5.133333
2006-01-17,1,-5,406,3784,18.016666,5.1833334
2006-01-18,-3,-8,411,3784,17.95,5.133333
2006-01-19,4,-3,409,3784,18.066668,5.2166667
2006-01-20,-4,-7,415,3784,17.933332,5.15
2006-01-21,-10,-4,418,3784,17.833334,5.2
2006-01-22,-4,-5,414,3784,17.933332,5.1833334
2006-01-23,-6,-13,407,3784,17.9,5.05
2006-01-24,-5,-12,408,3784,17.916666,5.0666666
2006-01-25,-7,3,421,3784,17.883333,5.3166666
2006-01-26,-7,-1,419,3784,17.883333,5.25
2006-01-27,-5,4,423,3784,17.916666,5.3333335
2006-01-28,-10,9,423,3784,17.833334,5.4166665
2006-01-29,-14,13,437,3784,17.766666,5.483333
2006-01-30,-13,-4,422,3784,17.783333,5.2
2006-01-31,-2,-1,417,3784,17.966667,5.25
2006-01-01,22,15,261,2475,22.866667,6.9666667
2006-01-02,30,21,272,2475,23,7.0666666
2006-01-03,-2,-22,264,2475,22.466667,6.35
2006-01-04,7,10,286,2475,22.616667,6.883333
2006-01-05,0,9,289,2475,22.5,6.866667
2006-01-06,-4,-9,281,2475,22.433332,6.5666666
2006-01-07,2,-16,264,2475,22.533333,6.45
2006-01-08,12,-5,274,2475,22.7,6.633333
2006-01-09,-1,9,285,2475,22.483334,6.866667
2006-01-10,1,9,290,2475,22.516666,6.866667
2006-01-11,1,19,286,2475,22.516666,7.0333333
2006-01-12,-1,5,287,2475,22.483334,6.8
2006-01-13,11,15,291,2475,22.683332,6.9666667
2006-01-14,43,30,278,2475,23.216667,7.2166667
2006-01-15,14,3,272,2475,22.733334,6.766667
2006-01-16,-2,-17,274,2475,22.466667,6.4333334
2006-01-17,-5,7,295,2475,22.416666,6.8333335
2006-01-18,-3,-21,270,2475,22.45,6.366667
2006-01-19,5,-9,267,2475,22.583334,6.5666666
2006-01-20,22,13,259,2475,22.866667,6.9333334
2006-01-21,3,-26,258,2475,22.55,6.2833333
2006-01-22,-1,4,276,2475,22.483334,6.7833333
2006-01-23,-2,-9,279,2475,22.466667,6.5666666
2006-01-24,-5,0,281,2475,22.416666,6.7166667
2006-01-25,1,-7,280,2475,22.516666,6.6
2006-01-26,7,4,281,2475,22.616667,6.7833333
2006-01-27,13,10,280,2475,22.716667,6.883333
2006-01-28,-2,-8,279,2475,22.466667,6.5833335
2006-01-29,0,-8,280,2475,22.5,6.5833335
2006-01-30,-5,-9,275,2475,22.416666,6.5666666
2006-01-31,2,14,286,2475,22.533333,6.95
2006-01-01,-1,-15,266,2486,23.65,6.3333335
2006-01-02,-2,-17,265,2486,23.633333,6.3
2006-01-03,20,6,257,2486,0,6.6833334
2006-01-04,-5,-11,268,2486,23.583334,6.4
2006-01-05,-3,-7,272,2486,23.616667,6.4666667
2006-01-06,-1,-8,276,2486,23.65,6.45
2006-01-07,-1,23,294,2486,23.65,6.9666667
2006-01-08,-3,29,305,2486,23.616667,7.0666666
2006-01-09,-2,31,295,2486,23.633333,7.1
2006-01-10,-3,17,297,2486,23.616667,6.866667
2006-01-11,-2,0,280,2486,23.633333,6.5833335
2006-01-12,-10,20,298,2486,23.5,6.9166665
2006-01-13,-9,3,296,2486,23.516666,6.633333
2006-01-14,-9,1,286,2486,23.516666,6.6
2006-01-15,-6,-13,273,2486,23.566668,6.366667
2006-01-16,-8,-18,264,2486,23.533333,6.2833333
2006-01-17,-9,-13,272,2486,23.516666,6.366667
2006-01-18,34,46,288,2486,0.23333333,7.35
2006-01-19,-4,-7,276,2486,23.6,6.4666667
2006-01-20,8,5,279,2486,23.8,6.6666665
2006-01-21,-9,-11,280,2486,23.516666,6.4
2006-01-22,-8,-2,278,2486,23.533333,6.55
2006-01-23,40,25,263,2486,0.33333334,7
2006-01-24,-11,-28,265,2486,23.483334,6.116667
2006-01-25,-6,-2,280,2486,23.566668,6.55
2006-01-26,-10,19,303,2486,23.5,6.9
2006-01-27,-11,10,300,2486,23.483334,6.75
2006-01-28,-6,14,296,2486,23.566668,6.8166666
2006-01-29,-25,-3,297,2486,23.25,6.5333333
2006-01-30,-14,13,300,2486,23.433332,6.8
2006-01-31,-14,-21,274,2486,23.433332,6.233333
2006-01-01,-4,4,357,2586,11.433333,14.866667
2006-01-02,2,0,357,2586,11.533334,14.8
2006-01-03,-3,14,365,2586,11.45,15.033334
2006-01-04,-3,-16,344,2586,11.45,14.533334
2006-01-05,1,-14,337,2586,11.516666,14.566667
2006-01-06,-7,-13,349,2586,11.383333,14.583333
2006-01-07,-6,8,359,2586,11.4,14.933333
2006-01-08,-2,-17,345,2586,11.466666,14.516666
2006-01-09,-9,-24,343,2586,11.35,14.4
2006-01-10,16,-1,340,2586,11.766666,14.783334
2006-01-11,-4,-18,341,2586,11.433333,14.5
2006-01-12,-3,-22,338,2586,11.45,14.433333
2006-01-13,-6,-28,335,2586,11.4,14.333333
2006-01-14,-6,-20,338,2586,11.4,14.466666
2006-01-15,19,34,340,2586,11.816667,15.366667
2006-01-16,0,0,351,2586,11.5,14.8
2006-01-17,187,192,366,2586,14.616667,18
2006-01-18,-9,-18,346,2586,11.35,14.5
2006-01-19,0,-3,355,2586,11.5,14.75
2006-01-20,-7,0,364,2586,11.383333,14.8
2006-01-21,6,-3,349,2586,11.6,14.75
2006-01-22,-6,-12,352,2586,11.4,14.6
2006-01-23,-7,-17,344,2586,11.383333,14.516666
2006-01-24,-6,-27,341,2586,11.4,14.35
2006-01-25,-4,-17,344,2586,11.433333,14.516666
2006-01-26,-2,-20,333,2586,11.466666,14.466666
2006-01-27,-6,-25,336,2586,11.4,14.383333
2006-01-28,-4,-2,355,2586,11.433333,14.766666
2006-01-29,-4,-27,339,2586,11.433333,14.35
2006-01-30,-5,1,353,2586,11.416667,14.816667
2006-01-31,-9,-3,353,2586,11.35,14.75
2006-01-01,285,263,280,2586,16.75,0.76666665
2006-01-02,-2,14,279,2586,11.966666,20.616667
2006-01-03,3,-7,282,2586,12.05,20.266666
2006-01-04,-5,-17,287,2586,11.916667,20.1
2006-01-05,-5,-14,299,2586,11.916667,20.15
2006-01-06,-4,-4,293,2586,11.933333,20.316668
2006-01-07,-7,-29,277,2586,11.883333,19.9
2006-01-08,2,-22,281,2586,12.033334,20.016666
2006-01-09,-1,-10,294,2586,11.983334,20.216667
2006-01-10,-2,6,303,2586,11.966666,20.483334
2006-01-11,85,92,304,2586,13.416667,21.916666
2006-01-12,-6,-10,298,2586,11.9,20.216667
2006-01-13,-5,83,317,2586,11.916667,21.766666
2006-01-14,-4,0,307,2586,11.933333,20.383333
2006-01-15,85,83,295,2586,13.416667,21.766666
2006-01-16,-8,-15,290,2586,11.866667,20.133333
2006-01-17,-5,-16,290,2586,11.916667,20.116667
2006-01-18,-2,-23,278,2586,11.966666,20
2006-01-19,-4,-12,286,2586,11.933333,20.183332
2006-01-20,-4,-28,278,2586,11.933333,19.916666
2006-01-21,-5,-24,288,2586,11.916667,19.983334
2006-01-22,-7,-17,293,2586,11.883333,20.1
2006-01-23,-5,-10,298,2586,11.916667,20.216667
2006-01-24,-4,0,297,2586,11.933333,20.383333
2006-01-25,63,61,301,2586,13.05,21.4
2006-01-26,-3,-5,300,2586,11.95,20.3
2006-01-27,-3,-19,291,2586,11.95,20.066668
2006-01-28,-9,-20,287,2586,11.85,20.05
2006-01-29,-9,11,304,2586,11.85,20.566668
2006-01-30,-8,2,298,2586,11.866667,20.416666
2006-01-31,-3,-11,292,2586,11.95,20.2
2006-01-01,141,132,279,2586,0.35,8.45
2006-01-02,11,8,278,2586,22.183332,6.383333
2006-01-03,48,34,276,2586,22.8,6.8166666
2006-01-04,-2,-2,289,2586,21.966667,6.2166667
2006-01-05,-5,-2,293,2586,21.916666,6.2166667
2006-01-06,-1,-17,278,2586,21.983334,5.9666667
2006-01-07,-4,-26,273,2586,21.933332,5.8166666
2006-01-08,-3,-5,287,2586,21.95,6.1666665
2006-01-09,-6,-1,298,2586,21.9,6.233333
2006-01-10,-3,13,302,2586,21.95,6.4666667
2006-01-11,-6,2,289,2586,21.9,6.2833333
2006-01-12,-9,2,295,2586,21.85,6.2833333
2006-01-13,-5,-7,291,2586,21.916666,6.133333
2006-01-14,-2,19,302,2586,21.966667,6.5666666
2006-01-15,156,151,282,2586,0.6,8.766666
2006-01-16,-7,-19,279,2586,21.883333,5.9333334
2006-01-17,-7,18,296,2586,21.883333,6.55
2006-01-18,5,-2,284,2586,22.083334,6.2166667
2006-01-19,-3,-7,286,2586,21.95,6.133333
2006-01-20,-8,-28,274,2586,21.866667,5.7833333
2006-01-21,-11,-34,269,2586,21.816668,5.6833334
2006-01-22,-3,-2,291,2586,21.95,6.2166667
2006-01-23,-2,5,296,2586,21.966667,6.3333335
2006-01-24,-5,2,292,2586,21.916666,6.2833333
2006-01-25,-2,5,292,2586,21.966667,6.3333335
2006-01-26,-6,0,295,2586,21.9,6.25
2006-01-27,-3,-11,286,2586,21.95,6.0666666
2006-01-28,-11,-17,280,2586,21.816668,5.9666667
2006-01-29,-8,-9,289,2586,21.866667,6.1
2006-01-30,-1,-7,286,2586,21.983334,6.133333
2006-01-31,-7,-14,290,2586,21.883333,6.016667
2006-01-01,-9,-4,344,2475,10.85,14
2006-01-02,1,8,346,2475,11.016666,14.2
2006-01-03,0,6,336,2475,11,14.166667
2006-01-04,-6,-17,334,2475,10.9,13.783334
2006-01-05,26,-10,309,2475,11.433333,13.9
2006-01-06,-5,-18,326,2475,10.916667,13.766666
2006-01-07,-5,-3,334,2475,10.916667,14.016666
2006-01-08,-7,5,346,2475,10.883333,14.15
2006-01-09,-4,-17,328,2475,10.933333,13.783334
2006-01-10,-4,-8,339,2475,10.933333,13.933333
2006-01-11,9,-15,314,2475,11.15,13.816667
2006-01-12,-7,-4,322,2475,10.883333,14
2006-01-13,-8,-30,319,2475,10.866667,13.566667
2006-01-14,-4,-17,328,2475,10.933333,13.783334
2006-01-15,15,35,330,2475,11.25,14.65
2006-01-16,-2,-18,326,2475,10.966666,13.766666
2006-01-17,-4,4,329,2475,10.933333,14.133333
2006-01-18,5,6,341,2475,11.083333,14.166667
2006-01-19,-4,13,351,2475,10.933333,14.283334
2006-01-20,-8,2,349,2475,10.866667,14.1
2006-01-21,-6,11,342,2475,10.9,14.25
2006-01-22,-2,33,342,2475,10.966666,14.616667
2006-01-23,-2,-18,326,2475,10.966666,13.766666
2006-01-24,-10,-24,332,2475,10.833333,13.666667
2006-01-25,-8,-4,328,2475,10.866667,14
2006-01-26,-6,-17,327,2475,10.9,13.783334
2006-01-27,-3,-9,326,2475,10.95,13.916667
2006-01-28,-3,-12,333,2475,10.95,13.866667
2006-01-29,-1,-20,326,2475,10.983334,13.733334
2006-01-30,-6,-10,324,2475,10.9,13.9
2006-01-31,-7,-9,335,2475,10.883333,13.916667
2006-01-01,1,-15,281,2586,16.016666,0.033333335
2006-01-02,-6,-20,270,2586,15.9,23.95
2006-01-03,-2,-15,278,2586,15.966666,0.033333335
2006-01-04,0,-2,291,2586,16,0.25
2006-01-05,-3,6,291,2586,15.95,0.38333333
2006-01-06,44,42,282,2586,16.733334,0.98333335
2006-01-07,-4,-32,272,2586,15.933333,23.75
2006-01-08,-5,2,289,2586,15.916667,0.31666666
2006-01-09,-6,-19,286,2586,15.9,23.966667
2006-01-10,-2,4,296,2586,15.966666,0.35
2006-01-11,20,14,287,2586,16.333334,0.51666665
2006-01-12,-1,0,289,2586,15.983334,0.28333333
2006-01-13,-8,17,306,2586,15.866667,0.56666666
2006-01-14,-6,0,303,2586,15.9,0.28333333
2006-01-15,124,128,284,2586,18.066668,2.4166667
2006-01-16,1,-8,284,2586,16.016666,0.15
2006-01-17,186,202,312,2586,19.1,3.65
2006-01-18,-3,-23,278,2586,15.95,23.9
2006-01-19,0,-14,281,2586,16,0.05
2006-01-20,-4,-25,275,2586,15.933333,23.866667
2006-01-21,-5,-26,274,2586,15.916667,23.85
2006-01-22,-8,-5,292,2586,15.866667,0.2
2006-01-23,-7,-9,294,2586,15.883333,0.13333334
2006-01-24,-6,-1,293,2586,15.9,0.26666668
2006-01-25,-4,6,291,2586,15.933333,0.38333333
2006-01-26,-1,-3,295,2586,15.983334,0.23333333
2006-01-27,-6,-21,286,2586,15.9,23.933332
2006-01-28,-7,-23,284,2586,15.883333,23.9
2006-01-29,-7,2,303,2586,15.883333,0.31666666
2006-01-30,-2,-4,292,2586,15.966666,0.21666667
2006-01-31,29,27,291,2586,16.483334,0.73333335
2006-01-01,103,128,332,2475,19.716667,23.5
2006-01-02,21,79,345,2475,18.35,22.683332
2006-01-03,49,41,337,2475,18.816668,22.05
2006-01-04,-3,-13,322,2475,17.95,21.15
2006-01-05,0,-10,317,2475,18,21.2
2006-01-06,5,2,315,2475,18.083334,21.4
2006-01-07,0,-3,340,2475,18,21.316668
2006-01-08,-3,-5,337,2475,17.95,21.283333
2006-01-09,0,-10,329,2475,18,21.2
2006-01-10,-2,-20,324,2475,17.966667,21.033333
2006-01-11,-3,-27,332,2475,17.95,20.916666
2006-01-12,-6,-47,307,2475,17.9,20.583334
2006-01-13,0,-13,325,2475,18,21.15
2006-01-14,3,34,336,2475,18.05,21.933332
2006-01-15,87,113,332,2475,19.45,23.25
2006-01-16,0,9,330,2475,18,21.516666
2006-01-17,-2,-14,337,2475,17.966667,21.133333
2006-01-18,0,26,351,2475,18,21.8
2006-01-19,54,89,351,2475,18.9,22.85
2006-01-20,13,64,341,2475,18.216667,22.433332
2006-01-21,-7,18,351,2475,17.883333,21.666666
2006-01-22,-4,1,334,2475,17.933332,21.383333
2006-01-23,-4,-12,335,2475,17.933332,21.166666
2006-01-24,-8,-24,331,2475,17.866667,20.966667
2006-01-25,1,14,328,2475,18.016666,21.6
2006-01-26,-3,10,326,2475,17.95,21.533333
2006-01-27,-3,-5,335,2475,17.95,21.283333
2006-01-28,-4,-10,328,2475,17.933332,21.2
2006-01-29,-1,0,323,2475,17.983334,21.366667
2006-01-30,-1,-7,333,2475,17.983334,21.25
2006-01-31,2,-9,332,2475,18.033333,21.216667
2006-01-01,-6,-18,273,2475,15.15,23.1
2006-01-02,1,-10,275,2475,15.266666,23.233334
2006-01-03,3,-10,271,2475,15.3,23.233334
2006-01-04,-2,-6,281,2475,15.216666,23.3
2006-01-05,22,22,288,2475,15.616667,23.766666
2006-01-06,32,29,283,2475,15.783334,23.883333
2006-01-08,-1,-15,267,2475,15.233334,23.15
2006-01-09,-3,-9,283,2475,15.2,23.25
2006-01-10,-3,-1,288,2475,15.2,23.383333
2006-01-11,-5,9,299,2475,15.166667,23.55
2006-01-12,-4,11,288,2475,15.183333,23.583334
2006-01-13,-4,10,291,2475,15.183333,23.566668
2006-01-15,16,2,271,2475,15.516666,23.433332
2006-01-16,1,-19,267,2475,15.266666,23.083334
2006-01-17,-4,-8,279,2475,15.183333,23.266666
2006-01-18,-2,-21,269,2475,15.216666,23.05
2006-01-19,4,-9,275,2475,15.316667,23.25
2006-01-20,-7,-31,269,2475,15.133333,22.883333
2006-01-22,26,13,274,2475,15.683333,23.616667
2006-01-23,-6,-21,272,2475,15.15,23.05
2006-01-24,-4,-12,274,2475,15.183333,23.2
2006-01-25,-7,-13,283,2475,15.133333,23.183332
2006-01-26,-4,5,286,2475,15.183333,23.483334
2006-01-27,11,-8,273,2475,15.433333,23.266666
2006-01-29,3,15,286,2475,15.3,23.65
2006-01-30,-8,-6,285,2475,15.116667,23.3
2006-01-31,-2,-11,282,2475,15.216666,23.216667
2006-01-01,-4,-26,275,2586,7.766667,15.716666
2006-01-02,5,0,279,2586,7.9166665,16.15
2006-01-03,3,-9,280,2586,7.883333,16
