FL_DATE,DEP_DELAY,ARR_DELAY,AIR_TIME,DISTANCE,DEP_TIME,ARR_TIME
2006-01-28,-7,-19,327,2475,15.883333,18.833334
2006-01-29,-8,-28,328,2475,15.866667,18.683332
2006-01-30,-4,2,334,2475,15.933333,19.183332
2006-01-31,-1,-18,328,2475,15.983334,18.85
2006-01-01,-2,-7,312,2288,11.383333,13.816667
2006-01-02,8,19,321,2288,11.55,14.25
2006-01-03,6,46,323,2288,11.516666,14.7
2006-01-04,8,25,326,2288,11.55,14.35
2006-01-05,0,-24,287,2288,11.416667,13.533334
2006-01-06,-2,-28,291,2288,11.383333,13.466666
2006-01-07,-2,-15,306,2288,11.383333,13.683333
2006-01-09,-5,1,318,2288,11.333333,13.95
2006-01-10,-5,-14,309,2288,11.333333,13.7
2006-01-11,-3,-29,287,2288,11.366667,13.45
2006-01-12,1,-16,299,2288,11.433333,13.666667
2006-01-13,0,-26,282,2288,11.416667,13.5
2006-01-14,-4,-12,307,2288,11.35,13.733334
2006-01-15,-6,-5,318,2288,11.316667,13.85
2006-01-16,-2,-7,314,2288,11.383333,13.816667
2006-01-17,-4,-3,306,2288,11.35,13.883333
2006-01-18,-13,0,323,2288,11.2,13.933333
2006-01-19,-4,11,324,2288,11.35,14.116667
2006-01-20,6,29,323,2288,11.516666,14.416667
2006-01-21,-9,11,326,2288,11.266666,14.116667
2006-01-22,-3,-7,313,2288,11.366667,13.816667
2006-01-23,-4,-16,306,2288,11.35,13.666667
2006-01-24,-2,-4,313,2288,11.383333,13.866667
2006-01-25,-4,-14,309,2288,11.35,13.7
2006-01-26,-2,-15,304,2288,11.383333,13.683333
2006-01-27,-4,-9,307,2288,11.35,13.783334
2006-01-28,-5,0,319,2288,11.333333,13.933333
2006-01-29,-6,-13,305,2288,11.316667,13.716666
2006-01-30,-6,-15,305,2288,11.316667,13.683333
2006-01-31,-3,-6,309,2288,11.366667,13.833333
2006-01-01,18,13,249,2288,13.133333,20.866667
2006-01-02,85,69,252,2288,14.25,21.8
2006-01-03,1,-12,238,2288,12.85,20.45
2006-01-04,-6,-16,256,2288,12.733334,20.383333
2006-01-05,-5,16,281,2288,12.75,20.916666
2006-01-06,0,4,274,2288,12.833333,20.716667
2006-01-07,-4,-27,247,2288,12.766666,20.2
2006-01-08,0,-14,245,2288,12.833333,20.416666
2006-01-09,-5,-12,262,2288,12.75,20.45
2006-01-10,-5,-1,267,2288,12.75,20.633333
2006-01-11,-9,26,285,2288,12.683333,21.083334
2006-01-12,-1,-7,257,2288,12.816667,20.533333
2006-01-13,-5,3,274,2288,12.75,20.7
2006-01-14,1,29,287,2288,12.85,21.133333
2006-01-15,16,2,251,2288,13.1,20.683332
2006-01-16,-4,-20,244,2288,12.766666,20.316668
2006-01-17,1,7,278,2288,12.85,20.766666
2006-01-18,-4,-4,261,2288,12.766666,20.583334
2006-01-20,-3,-30,236,2288,12.783334,20.15
2006-01-21,133,103,241,2288,15.05,22.366667
2006-01-22,120,99,252,2288,14.833333,22.3
2006-01-23,96,79,248,2288,14.433333,21.966667
2006-01-24,-8,-28,250,2288,12.7,20.183332
2006-01-25,-1,-8,260,2288,12.816667,20.516666
2006-01-26,-6,-4,265,2288,12.733334,20.583334
2006-01-27,-6,3,253,2288,12.733334,20.7
2006-01-28,-3,-14,256,2288,12.783334,20.416666
2006-01-29,-3,-2,265,2288,12.783334,20.616667
2006-01-30,-3,-9,263,2288,12.783334,20.5
2006-01-31,0,-12,257,2288,12.833333,20.45
2006-01-01,16,20,364,2611,16.1,19.55
2006-01-02,16,31,371,2611,16.1,19.733334
2006-01-03,11,7,360,2611,16.016666,19.333334
2006-01-04,33,19,339,2611,16.383333,19.533333
2006-01-05,6,-35,322,2611,15.933333,18.633333
2006-01-06,25,0,334,2611,16.25,19.216667
2006-01-07,10,10,358,2611,16,19.383333
2006-01-08,17,12,354,2611,16.116667,19.416666
2006-01-09,24,6,345,2611,16.233334,19.316668
2006-01-10,-3,-15,352,2611,15.783334,18.966667
2006-01-11,-3,-14,350,2611,15.783334,18.983334
2006-01-12,0,-15,345,2611,15.833333,18.966667
2006-01-13,6,-6,345,2611,15.933333,19.116667
2006-01-14,-6,-6,359,2611,15.733334,19.116667
2006-01-15,61,48,341,2611,16.85,20.016666
2006-01-16,26,4,345,2611,16.266666,19.283333
2006-01-17,19,2,354,2611,16.15,19.25
2006-01-18,-8,19,378,2611,15.7,19.533333
2006-01-19,12,23,374,2611,16.033333,19.6
2006-01-20,-2,-1,363,2611,15.8,19.2
2006-01-21,2,7,369,2611,15.866667,19.333334
2006-01-22,21,31,377,2611,16.183332,19.733334
2006-01-23,46,33,348,2611,16.6,19.766666
2006-01-24,-4,-5,351,2611,15.766666,19.133333
2006-01-25,20,5,340,2611,16.166666,19.3
2006-01-26,1,-17,346,2611,15.85,18.933332
2006-01-27,5,-8,350,2611,15.916667,19.083334
2006-01-28,-7,3,372,2611,15.716666,19.266666
2006-01-29,4,-22,340,2611,15.9,18.85
2006-01-30,-5,-18,346,2611,15.75,18.916666
2006-01-31,35,26,357,2611,16.416666,19.65
2006-01-01,-6,-2,325,2288,8.15,10.8
2006-01-02,5,59,352,2288,8.333333,11.816667
2006-01-03,9,8,320,2288,8.4,10.966666
2006-01-04,4,2,309,2288,8.316667,10.866667
2006-01-05,1,-21,290,2288,8.266666,10.483334
2006-01-06,-6,-13,294,2288,8.15,10.616667
2006-01-07,0,-14,306,2288,8.25,10.6
2006-01-08,-8,8,329,2288,8.116667,10.966666
2006-01-09,-4,13,317,2288,8.183333,11.05
2006-01-10,-5,-16,309,2288,8.166667,10.566667
2006-01-11,-4,-21,300,2288,8.183333,10.483334
2006-01-12,15,2,299,2288,8.5,10.866667
2006-01-13,-1,-15,297,2288,8.233334,10.583333
2006-01-14,41,28,307,2288,8.933333,11.3
2006-01-15,-9,6,317,2288,8.1,10.933333
2006-01-16,-2,-5,312,2288,8.216666,10.75
2006-01-17,-7,0,311,2288,8.133333,10.833333
2006-01-18,-4,-3,319,2288,8.183333,10.783334
2006-01-19,0,7,326,2288,8.25,10.95
2006-01-21,-7,-8,319,2288,8.133333,10.7
2006-01-22,-7,-13,317,2288,8.133333,10.616667
2006-01-23,16,13,308,2288,8.516666,11.05
2006-01-24,-8,-18,311,2288,8.116667,10.533334
2006-01-25,-8,-17,311,2288,8.116667,10.55
2006-01-26,-6,-6,313,2288,8.15,10.733334
2006-01-27,-6,-14,307,2288,8.15,10.6
2006-01-28,-3,-8,312,2288,8.2,10.7
2006-01-29,-15,-9,317,2288,8,10.683333
2006-01-30,-4,-3,307,2288,8.183333,10.783334
2006-01-31,0,-11,307,2288,8.25,10.65
2006-01-01,0,-12,275,2446,7.5,15.366667
2006-01-02,3,7,279,2446,7.55,15.683333
2006-01-03,0,-6,261,2446,7.5,15.466666
2006-01-04,2,-6,272,2446,7.5333333,15.466666
2006-01-05,-4,9,297,2446,7.4333334,15.716666
2006-01-06,-4,18,300,2446,7.4333334,15.866667
2006-01-07,0,-6,272,2446,7.5,15.466666
2006-01-08,1,6,258,2446,7.516667,15.666667
2006-01-09,-4,-4,282,2446,7.4333334,15.5
2006-01-10,-2,0,284,2446,7.4666667,15.566667
2006-01-11,-4,13,301,2446,7.4333334,15.783334
2006-01-12,-2,4,286,2446,7.4666667,15.633333
2006-01-13,-3,22,305,2446,7.45,15.933333
2006-01-14,391,419,298,2446,14.016666,22.55
2006-01-15,-4,-26,252,2446,7.4333334,15.133333
2006-01-16,-3,-5,274,2446,7.45,15.483334
2006-01-17,0,2,288,2446,7.5,15.6
2006-01-18,198,189,271,2446,10.8,18.716667
2006-01-19,-7,-14,271,2446,7.383333,15.333333
2006-01-20,0,-5,253,2446,7.5,15.483334
2006-01-21,0,-25,263,2446,7.5,15.15
2006-01-22,1,-19,261,2446,7.516667,15.25
2006-01-23,-1,0,285,2446,7.483333,15.566667
2006-01-24,-3,-8,275,2446,7.45,15.433333
2006-01-25,0,-6,281,2446,7.5,15.466666
2006-01-26,2,4,290,2446,7.5333333,15.633333
2006-01-27,-3,-9,279,2446,7.45,15.416667
2006-01-28,-6,-5,288,2446,7.4,15.483334
2006-01-29,-1,2,284,2446,7.483333,15.6
2006-01-30,1,-5,280,2446,7.516667,15.483334
2006-01-31,-1,-8,277,2446,7.483333,15.433333
2006-01-01,2,16,338,2486,18.45,22.433332
2006-01-02,-3,-3,324,2486,18.366667,22.116667
2006-01-03,-8,12,340,2486,18.283333,22.366667
2006-01-04,-5,-1,333,2486,18.333334,22.15
2006-01-05,-7,-8,325,2486,18.3,22.033333
2006-01-06,-2,9,327,2486,18.383333,22.316668
2006-01-07,-1,-21,305,2486,18.4,21.816668
2006-01-08,11,-9,308,2486,18.6,22.016666
2006-01-09,-7,-46,282,2486,18.3,21.4
2006-01-10,-3,-36,295,2486,18.366667,21.566668
2006-01-11,-2,15,324,2486,18.383333,22.416666
2006-01-12,2,-1,321,2486,18.45,22.15
2006-01-13,13,-3,303,2486,18.633333,22.116667
2006-01-14,-1,-12,317,2486,18.4,21.966667
2006-01-15,0,-3,322,2486,18.416666,22.116667
2006-01-16,-9,-14,319,2486,18.266666,21.933332
2006-01-17,-2,-2,325,2486,18.383333,22.133333
2006-01-18,-3,-19,310,2486,18.366667,21.85
2006-01-19,-2,-7,320,2486,18.383333,22.05
2006-01-20,30,20,316,2486,18.916666,22.5
2006-01-21,-2,1,325,2486,18.383333,22.183332
2006-01-22,1,-1,326,2486,18.433332,22.15
2006-01-23,90,78,317,2486,19.916666,23.466667
2006-01-24,-5,-5,325,2486,18.333334,22.083334
2006-01-25,-3,-9,322,2486,18.366667,22.016666
2006-01-26,23,5,310,2486,18.8,22.25
2006-01-27,-5,-36,295,2486,18.333334,21.566668
2006-01-28,-6,-32,301,2486,18.316668,21.633333
2006-01-29,-6,-31,303,2486,18.316668,21.65
2006-01-30,-5,-31,297,2486,18.333334,21.65
2006-01-31,-2,-30,297,2486,18.383333,21.666666
2006-01-01,35,16,263,2556,14.833333,21.883333
2006-01-02,1,15,284,2556,14.266666,21.866667
2006-01-03,15,-7,269,2556,14.5,21.5
2006-01-04,-1,-7,279,2556,14.233334,21.5
2006-01-05,12,4,283,2556,14.45,21.683332
2006-01-06,-3,-2,294,2556,14.2,21.583334
2006-01-07,-3,0,297,2556,14.2,21.616667
2006-01-08,-8,1,305,2556,14.116667,21.633333
2006-01-09,-7,7,307,2556,14.133333,21.733334
2006-01-10,-1,9,304,2556,14.233334,21.766666
2006-01-11,-11,11,305,2556,14.066667,21.8
2006-01-12,-6,14,305,2556,14.15,21.85
2006-01-13,-13,18,312,2556,14.033334,21.916666
2006-01-14,7,13,303,2556,14.366667,21.833334
2006-01-15,-7,-4,291,2556,14.133333,21.55
2006-01-16,-7,-32,273,2556,14.133333,21.083334
2006-01-17,-7,-18,277,2556,14.133333,21.316668
2006-01-18,-10,8,298,2556,14.083333,21.75
2006-01-19,-9,-12,292,2556,14.1,21.416666
2006-01-20,-10,-11,285,2556,14.083333,21.433332
2006-01-21,-4,-10,292,2556,14.183333,21.45
2006-01-22,-4,-4,290,2556,14.183333,21.55
2006-01-23,-6,1,293,2556,14.15,21.633333
2006-01-24,-7,-19,283,2556,14.133333,21.3
2006-01-25,-8,-15,294,2556,14.116667,21.366667
2006-01-26,-14,11,310,2556,14.016666,21.8
2006-01-27,-15,3,316,2556,14,21.666666
2006-01-28,-3,-6,298,2556,14.2,21.516666
2006-01-29,-10,1,309,2556,14.083333,21.633333
2006-01-30,-9,17,314,2556,14.1,21.9
2006-01-01,15,8,277,2454,13,21.116667
2006-01-02,37,35,274,2454,13.366667,21.566668
2006-01-03,157,216,277,2454,15.366667,0.5833333
2006-01-04,319,353,272,2454,18.066668,2.8666666
2006-01-05,24,38,303,2454,13.15,21.616667
2006-01-06,-4,-7,286,2454,12.683333,20.866667
2006-01-07,-1,-23,270,2454,12.733334,20.6
2006-01-08,0,-6,269,2454,12.75,20.883333
2006-01-09,-2,-14,275,2454,12.716666,20.75
2006-01-10,0,-3,284,2454,12.75,20.933332
2006-01-11,32,63,305,2454,13.283334,22.033333
2006-01-12,-4,1,288,2454,12.683333,21
2006-01-14,3,-9,276,2454,12.8,20.833334
2006-01-15,52,62,277,2454,13.616667,22.016666
2006-01-16,0,-8,275,2454,12.75,20.85
2006-01-17,78,72,281,2454,14.05,22.183332
2006-01-18,45,67,279,2454,13.5,22.1
2006-01-19,54,22,264,2454,13.65,21.35
2006-01-20,-7,-26,260,2454,12.633333,20.55
2006-01-21,1,-17,264,2454,12.766666,20.7
2006-01-22,-1,-12,268,2454,12.733334,20.783333
2006-01-23,15,21,286,2454,13,21.333334
2006-01-24,-8,-11,286,2454,12.616667,20.8
2006-01-25,-6,-15,282,2454,12.65,20.733334
2006-01-26,0,10,293,2454,12.75,21.15
2006-01-27,-8,-16,274,2454,12.616667,20.716667
2006-01-28,34,11,273,2454,13.316667,21.166666
2006-01-29,1,4,293,2454,12.766666,21.05
2006-01-30,-1,5,287,2454,12.733334,21.066668
2006-01-31,99,103,286,2454,14.4,22.7
2006-01-01,2,9,356,2586,18.033333,21.683332
2006-01-02,2,13,367,2586,18.033333,21.75
2006-01-03,24,23,362,2586,18.4,21.916666
2006-01-04,-1,-8,344,2586,17.983334,21.4
2006-01-05,0,-6,328,2586,18,21.433332
2006-01-06,-1,11,343,2586,17.983334,21.716667
2006-01-07,26,43,367,2586,18.433332,22.25
2006-01-08,1,-10,336,2586,18.016666,21.366667
2006-01-09,0,11,345,2586,18,21.716667
2006-01-10,5,-25,326,2586,18.083334,21.116667
2006-01-11,-3,-24,346,2586,17.95,21.133333
2006-01-12,-7,-26,338,2586,17.883333,21.1
2006-01-13,5,-22,340,2586,18.083334,21.166666
2006-01-14,13,16,335,2586,18.216667,21.8
2006-01-15,65,70,337,2586,19.083334,22.7
2006-01-16,4,-1,344,2586,18.066668,21.516666
2006-01-17,110,100,355,2586,19.833334,23.2
2006-01-18,74,100,355,2586,19.233334,23.2
2006-01-19,17,33,359,2586,18.283333,22.083334
2006-01-20,-3,0,345,2586,17.95,21.533333
2006-01-21,34,46,356,2586,18.566668,22.3
2006-01-22,-3,20,351,2586,17.95,21.866667
2006-01-23,-10,10,349,2586,17.833334,21.7
2006-01-24,-3,-26,337,2586,17.95,21.1
2006-01-25,-4,17,353,2586,17.933332,21.816668
2006-01-26,-1,2,334,2586,17.983334,21.566668
2006-01-27,-3,-16,341,2586,17.95,21.266666
2006-01-28,-7,47,391,2586,17.883333,22.316668
2006-01-29,14,48,336,2586,18.233334,22.333334
2006-01-30,0,10,350,2586,18,21.7
2006-01-31,-4,2,355,2586,17.933332,21.566668
2006-01-01,87,70,276,2586,15.2,23.266666
2006-01-02,49,67,302,2586,14.566667,23.216667
2006-01-03,63,80,303,2586,14.8,23.433332
2006-01-04,-1,-3,295,2586,13.733334,22.05
2006-01-05,175,169,290,2586,16.666666,0.9166667
2006-01-06,-5,-14,294,2586,13.666667,21.866667
2006-01-08,0,-13,288,2586,13.75,21.883333
2006-01-09,32,20,282,2586,14.283334,22.433332
2006-01-10,-3,3,299,2586,13.7,22.15
2006-01-11,-2,13,301,2586,13.716666,22.316668
2006-01-12,-5,-16,293,2586,13.666667,21.833334
2006-01-13,-6,5,300,2586,13.65,22.183332
2006-01-15,131,160,301,2586,15.933333,0.76666665
2006-01-16,0,-7,282,2586,13.75,21.983334
2006-01-17,8,-1,292,2586,13.883333,22.083334
2006-01-18,-2,-21,279,2586,13.716666,21.75
2006-01-19,-1,-7,294,2586,13.733334,21.983334
2006-01-20,-4,-28,277,2586,13.683333,21.633333
2006-01-22,-5,-10,295,2586,13.666667,21.933332
2006-01-23,-6,-19,290,2586,13.65,21.783333
2006-01-24,-7,-3,300,2586,13.633333,22.05
2006-01-25,0,-21,282,2586,13.75,21.75
2006-01-26,0,-9,295,2586,13.75,21.95
2006-01-27,16,-2,283,2586,14.016666,22.066668
2006-01-29,-4,5,301,2586,13.683333,22.183332
2006-01-30,0,-10,284,2586,13.75,21.933332
2006-01-31,-2,-14,290,2586,13.716666,21.866667
2006-01-01,6,90,401,2586,9.35,14.083333
2006-01-02,0,13,352,2586,9.25,12.8
2006-01-03,16,72,404,2586,9.516666,13.783334
2006-01-04,1,7,345,2586,9.266666,12.7
2006-01-05,215,187,329,2586,12.833333,15.7
2006-01-06,-4,-4,339,2586,9.183333,12.516666
2006-01-08,-5,-10,349,2586,9.166667,12.416667
2006-01-09,-2,-9,338,2586,9.216666,12.433333
2006-01-10,-9,0,353,2586,9.1,12.583333
2006-01-11,-10,-7,354,2586,9.083333,12.466666
2006-01-12,-1,-22,337,2586,9.233334,12.216666
2006-01-13,-4,-4,336,2586,9.183333,12.516666
2006-01-15,6,48,337,2586,9.35,13.383333
2006-01-16,25,3,331,2586,9.666667,12.633333
2006-01-17,-2,-2,350,2586,9.216666,12.55
2006-01-18,-6,15,356,2586,9.15,12.833333
2006-01-19,-8,0,354,2586,9.116667,12.583333
2006-01-20,0,-2,352,2586,9.25,12.55
2006-01-22,-10,-20,349,2586,9.083333,12.25
2006-01-23,-3,-13,334,2586,9.2,12.366667
2006-01-24,0,-22,338,2586,9.25,12.216666
2006-01-25,-8,-18,343,2586,9.116667,12.283334
2006-01-26,-6,1,341,2586,9.15,12.6
2006-01-27,-1,0,342,2586,9.233334,12.583333
2006-01-29,-2,-23,334,2586,9.216666,12.2
2006-01-30,23,23,351,2586,9.633333,12.966666
2006-01-31,-9,-10,347,2586,9.1,12.416667
2006-01-01,8,-10,274,2475,16.383333,0.26666668
2006-01-02,17,4,265,2475,16.533333,0.5
2006-01-03,4,-4,268,2475,16.316668,0.36666667
2006-01-04,20,14,282,2475,16.583334,0.6666667
2006-01-05,-7,-2,295,2475,16.133333,0.4
2006-01-06,-3,1,285,2475,16.2,0.45
2006-01-07,6,-9,268,2475,16.35,0.28333333
2006-01-08,15,1,277,2475,16.5,0.45
2006-01-09,-1,0,287,2475,16.233334,0.43333334
2006-01-10,-2,0,288,2475,16.216667,0.43333334
2006-01-11,-4,0,291,2475,16.183332,0.43333334
2006-01-12,-5,6,292,2475,16.166666,0.53333336
2006-01-13,-7,9,298,2475,16.133333,0.5833333
2006-01-14,-3,7,295,2475,16.2,0.55
2006-01-15,77,57,261,2475,17.533333,1.3833333
2006-01-16,0,14,266,2475,16.25,0.6666667
2006-01-17,-6,-7,278,2475,16.15,0.31666666
2006-01-18,-3,-29,265,2475,16.2,23.95
2006-01-19,-5,-16,271,2475,16.166666,0.16666667
2006-01-20,-2,-33,261,2475,16.216667,23.883333
2006-01-21,-5,-27,266,2475,16.166666,23.983334
2006-01-22,15,-3,271,2475,16.5,0.38333333
2006-01-23,0,-11,279,2475,16.25,0.25
2006-01-24,62,50,273,2475,17.283333,1.2666667
2006-01-25,3,-4,280,2475,16.3,0.36666667
2006-01-26,31,25,284,2475,16.766666,0.85
2006-01-27,-5,-22,274,2475,16.166666,0.06666667
2006-01-28,-3,-14,280,2475,16.2,0.2
2006-01-29,-4,1,296,2475,16.183332,0.45
2006-01-30,-7,-1,290,2475,16.133333,0.41666666
2006-01-31,-4,-14,280,2475,16.183332,0.2
2006-01-01,32,43,335,2475,17.533333,20.916666
2006-01-02,166,224,337,2475,19.766666,23.933332
2006-01-03,0,1,346,2475,17,20.216667
2006-01-04,2,16,330,2475,17.033333,20.466667
2006-01-05,5,-34,311,2475,17.083334,19.633333
2006-01-06,5,-5,315,2475,17.083334,20.116667
2006-01-08,-2,-4,340,2475,16.966667,20.133333
2006-01-09,-4,6,335,2475,16.933332,20.3
2006-01-10,2,-25,323,2475,17.033333,19.783333
2006-01-11,1,-19,325,2475,17.016666,19.883333
2006-01-12,0,-27,321,2475,17,19.75
2006-01-13,115,86,310,2475,18.916666,21.633333
2006-01-15,-7,2,335,2475,16.883333,20.233334
2006-01-16,0,-4,336,2475,17,20.133333
2006-01-17,-3,-10,344,2475,16.95,20.033333
2006-01-18,0,25,352,2475,17,20.616667
2006-01-19,25,33,358,2475,17.416666,20.75
2006-01-20,12,12,342,2475,17.2,20.4
2006-01-22,-3,-20,333,2475,16.95,19.866667
2006-01-23,-6,-6,337,2475,16.9,20.1
2006-01-24,-4,-15,338,2475,16.933332,19.95
2006-01-25,-7,-19,339,2475,16.883333,19.883333
2006-01-26,-7,-24,331,2475,16.883333,19.8
2006-01-27,-5,-24,332,2475,16.916666,19.8
2006-01-29,-8,-30,326,2475,16.866667,19.7
2006-01-30,-3,-10,332,2475,16.95,20.033333
2006-01-31,-10,-27,327,2475,16.833334,19.75
2006-01-01,24,41,399,2704,9.4,13.316667
2006-01-02,1,8,381,2704,9.016666,12.766666
2006-01-03,4,3,378,2704,9.066667,12.683333
2006-01-04,-8,-17,370,2704,8.866667,12.35
2006-01-05,-1,-26,347,2704,8.983334,12.2
2006-01-06,-9,-29,357,2704,8.85,12.15
2006-01-08,18,8,367,2704,9.3,12.766666
2006-01-09,1,-19,362,2704,9.016666,12.316667
2006-01-10,-7,-5,372,2704,8.883333,12.55
2006-01-11,-5,-1,373,2704,8.916667,12.616667
2006-01-12,-6,-22,363,2704,8.9,12.266666
2006-01-13,-3,-22,359,2704,8.95,12.266666
2006-01-15,5,17,350,2704,9.083333,12.916667
2006-01-16,-2,-15,358,2704,8.966666,12.383333
2006-01-17,-4,0,381,2704,8.933333,12.633333
2006-01-18,-9,-12,373,2704,8.85,12.433333
2006-01-19,-4,12,378,2704,8.933333,12.833333
2006-01-20,-6,-7,382,2704,8.9,12.516666
2006-01-22,-2,-1,380,2704,8.966666,12.616667
2006-01-23,7,153,355,2704,9.116667,15.183333
2006-01-24,-4,-24,358,2704,8.933333,12.233334
2006-01-25,24,16,359,2704,9.4,12.9
2006-01-26,-2,-28,348,2704,8.966666,12.166667
2006-01-27,-7,-21,365,2704,8.883333,12.283334
2006-01-29,-3,-21,358,2704,8.95,12.283334
2006-01-30,16,23,377,2704,9.266666,13.016666
2006-01-31,-11,-28,362,2704,8.816667,12.166667
2006-01-01,-3,10,337,2475,18.95,22.516666
2006-01-02,67,106,340,2475,20.116667,0.11666667
2006-01-03,105,130,347,2475,20.75,0.51666665
2006-01-04,11,21,328,2475,19.183332,22.7
2006-01-05,30,-4,299,2475,19.5,22.283333
2006-01-06,17,10,312,2475,19.283333,22.516666
2006-01-07,-6,10,348,2475,18.9,22.516666
2006-01-08,120,110,336,2475,21,0.18333334
2006-01-09,1,3,322,2475,19.016666,22.4
2006-01-10,1,-35,314,2475,19.016666,21.766666
2006-01-11,4,-11,320,2475,19.066668,22.166666
2006-01-12,1,-9,326,2475,19.016666,22.2
2006-01-13,45,13,313,2475,19.75,22.566668
2006-01-14,18,68,327,2475,19.3,23.483334
2006-01-15,107,105,325,2475,20.783333,0.1
2006-01-16,73,79,333,2475,20.216667,23.666666
2006-01-17,0,-27,327,2475,19,21.9
2006-01-18,15,35,336,2475,19.25,22.933332
2006-01-19,41,81,351,2475,19.683332,23.7
2006-01-20,-3,13,336,2475,18.95,22.566668
2006-01-21,-5,16,356,2475,18.916666,22.616667
2006-01-22,-4,0,321,2475,18.933332,22.35
2006-01-23,0,7,332,2475,19,22.466667
2006-01-24,0,-22,331,2475,19,21.983334
2006-01-25,0,-3,324,2475,19,22.3
2006-01-26,-2,4,323,2475,18.966667,22.416666
2006-01-27,-3,-17,328,2475,18.95,22.066668
2006-01-28,0,3,330,2475,19,22.4
2006-01-29,14,13,325,2475,19.233334,22.566668
2006-01-30,20,25,319,2475,19.333334,22.766666
2006-01-31,-3,-29,327,2475,18.95,21.866667
2006-01-01,3,-13,286,2611,21.55,5.65
2006-01-02,10,19,278,2611,21.666666,6.1833334
2006-01-03,-1,-24,279,2611,21.483334,5.4666667
2006-01-04,0,-3,299,2611,21.5,5.8166666
2006-01-05,56,73,311,2611,22.433332,7.0833335
2006-01-06,-4,-9,296,2611,21.433332,5.7166667
2006-01-07,-5,-32,275,2611,21.416666,5.3333335
2006-01-08,5,-13,280,2611,21.583334,5.65
2006-01-09,-2,-10,298,2611,21.466667,5.7
2006-01-10,-6,-7,306,2611,21.4,5.75
2006-01-11,2,-3,299,2611,21.533333,5.8166666
2006-01-12,-4,14,301,2611,21.433332,6.1
2006-01-13,11,2,294,2611,21.683332,5.9
2006-01-14,-5,-15,288,2611,21.416666,5.616667
2006-01-15,-2,-11,282,2611,21.466667,5.6833334
2006-01-16,0,-17,286,2611,21.5,5.5833335
2006-01-17,21,19,284,2611,21.85,6.1833334
2006-01-18,-2,-30,277,2611,21.466667,5.366667
2006-01-19,-1,-29,275,2611,21.483334,5.383333
2006-01-20,4,-26,265,2611,21.566668,5.4333334
2006-01-21,-4,-37,271,2611,21.433332,5.25
2006-01-22,3,-19,282,2611,21.55,5.55
2006-01-23,-2,-15,293,2611,21.466667,5.616667
2006-01-24,-4,8,302,2611,21.433332,6
2006-01-25,-6,-18,290,2611,21.4,5.5666666
2006-01-26,-3,-5,300,2611,21.45,5.7833333
2006-01-27,-6,-14,292,2611,21.4,5.633333
2006-01-28,-7,-16,294,2611,21.383333,5.6
2006-01-29,-3,4,303,2611,21.45,5.9333334
2006-01-30,-4,-7,294,2611,21.433332,5.75
2006-01-31,-6,-13,299,2611,21.4,5.65
2006-01-01,36,8,283,2704,14.35,22.4
2006-01-02,12,-3,297,2704,13.95,22.216667
2006-01-03,6,-3,301,2704,13.85,22.216667
2006-01-04,-6,-8,309,2704,13.65,22.133333
2006-01-05,-6,-17,303,2704,13.65,21.983334
2006-01-06,-7,-14,303,2704,13.633333,22.033333
2006-01-08,0,-11,299,2704,13.75,22.083334
2006-01-09,-5,-21,302,2704,13.666667,21.916666
2006-01-10,-9,-20,302,2704,13.6,21.933332
2006-01-11,-5,-15,302,2704,13.666667,22.016666
2006-01-12,0,-15,301,2704,13.75,22.016666
2006-01-13,-4,-4,311,2704,13.683333,22.2
2006-01-15,234,224,304,2704,17.65,2
2006-01-16,0,-16,297,2704,13.75,22
2006-01-17,-9,-23,301,2704,13.6,21.883333
2006-01-18,55,50,296,2704,14.666667,23.1
2006-01-19,3,-20,287,2704,13.8,21.933332
2006-01-20,-11,-41,284,2704,13.566667,21.583334
2006-01-22,-5,-22,300,2704,13.666667,21.9
2006-01-23,135,136,304,2704,16,0.53333336
2006-01-24,-7,-16,308,2704,13.633333,22
2006-01-25,0,-8,306,2704,13.75,22.133333
2006-01-26,-8,-16,309,2704,13.616667,22
2006-01-27,0,-15,300,2704,13.75,22.016666
2006-01-29,-4,-13,308,2704,13.683333,22.05
2006-01-30,7,10,311,2704,13.866667,22.433332
2006-01-31,-1,26,323,2704,13.733334,22.7
2006-01-01,1,-18,288,2704,8.35,16.55
2006-01-02,1,-10,291,2704,8.35,16.683332
2006-01-03,8,29,322,2704,8.466666,17.333334
2006-01-04,15,-6,296,2704,8.583333,16.75
2006-01-05,-7,-7,309,2704,8.216666,16.733334
2006-01-06,-5,-14,302,2704,8.25,16.616667
2006-01-07,-5,-29,290,2704,8.25,16.366667
2006-01-08,114,105,302,2704,10.233334,18.6
2006-01-09,7,7,306,2704,8.45,16.966667
2006-01-10,-6,-20,301,2704,8.233334,16.516666
2006-01-11,-4,-5,310,2704,8.266666,16.766666
2006-01-12,8,6,311,2704,8.466666,16.95
2006-01-13,0,3,313,2704,8.333333,16.9
2006-01-14,-1,2,297,2704,8.316667,16.883333
2006-01-15,15,15,303,2704,8.583333,17.1
2006-01-16,5,-2,304,2704,8.416667,16.816668
2006-01-17,-18,-8,302,2704,8.033334,16.716667
2006-01-18,-3,-2,298,2704,8.283334,16.816668
2006-01-19,-3,-18,294,2704,8.283334,16.55
2006-01-20,0,-16,292,2704,8.333333,16.583334
2006-01-21,-3,-26,293,2704,8.283334,16.416666
